,Name,Place_name,Description,Link
313,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 9. Dal Lake Mcleodganj,"Named after the Dal lake of Srinagar, this beautiful small lake is just 3 km from the Mcleodganj town. This lake is surrounded by deodar trees and also has a temple here dedicated to Lord Shiva.",https://www.holidify.com/places/mcleodganj/dal-lake-sightseeing-2821.html
314,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 10. Church of St. Johns in the wilderness,"This neo-gothic architecture was built in 1852 and is one of the most important churches in Himachal Pradesh. Located near Dharamshala and on the way to Mcleodganj , this church was built in dedication to John the Baptist.",https://www.holidify.com/places/dharamsala/st-john-in-the-wilderness-church-sightseeing-4523.html
315,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 11. Shopping in Mcleodganj,"One can find a number of Buddhist and Tibetan sovereigns, and collectibles in Mcleodganj. You can shop for Tibetan carpets, Thangka paintings, jewellery, artifacts, handicrafts, books on Tibet and more.",https://www.holidify.com/places/mcleodganj/city-shopping-sightseeing-2820.html
316,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 12. Minkiani Pass,The Minkiani Pass can be reached while trekking from Dharamsala to Chamba. This pass offers a panoramic view of the peaks of the northern region .,https://www.holidify.com/places/mcleodganj/minkiani-pass-sightseeing-2828.html
317,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 13. Dhauladhar ranges,The name literally translates into 'White Range' and the panoramic views and snow clad ranges here do all the justification to the name. The mountains provide a flattering view of the Kullu Valley is thickly laid with Pine and Deodar trees covered with snow.,https://www.holidify.com/places/kangra/dhauladhar-range-sightseeing-4852.html
318,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa"," 14. Kareri Lake, Kangra","This is a shallow fresh water lake fed by the snow melting in the Dhauladhar Ranges, situated 9 km away from Dharamsala. Given the modest depth of the water and its pristine clarity, one can clearly see the bed of the lake, making it all the more beautiful.",https://www.holidify.com/places/kangra/kareri-lake-sightseeing-4860.html
319,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 15. Norbulingka Institute,The Norbulingka Institute is a centre for practicing and fostering Tibetan art and crafts. The structure itself is a fine specimen of Tibetan style of architecture and design.,https://www.holidify.com/places/mcleodganj/norbulingka-institute-sightseeing-2831.html
320,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa"," 16. Kangra Fort, Kangra","One of the oldest forts in the country, this fort is located at a distance of 20 km from Dharamsala. The grandeur in its structure speaks volumes of Kangra's rich cultural heritage and its glorious past.",https://www.holidify.com/places/kangra/kangra-fort-sightseeing-4859.html
321,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 17. Naam Art Gallery,"One can spend some relaxed and enjoyable time here, looking around at a number of works as well spiritual art works. Those interested in collecting art can buy some prints available here at a price of INR 400.",https://www.holidify.com/places/mcleodganj/naam-art-gallery-sightseeing-2829.html
322,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 18. Baglamukhi Temple,"Located in the Kangra district of Himachal Pradesh, snuggled in a spot amidst the mighty Dhauladhar range of the Himalayas, sits the holy Bagalamukhi temple. The shrine is dedicated to one of the ten Mahavidyas of the Supreme Goddess as per Shaktism. Devotees visit the temple with hopes of getting t...",https://www.holidify.com/places/mcleodganj/baglamukhi-temple-sightseeing-2815.html
323,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa"," 19. Bajreshwari Temple, Kangra",This temple is one among the 51 Shaktipeeths and is dedicated to Bajreshwari Mata.,https://www.holidify.com/places/kangra/brajeshwari-temple-sightseeing-4850.html
324,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa"," 20. Kangra Art Museum, Kangra","The Kangra Museum is dedicated to Tibetan and Buddhist artwork and their rich history and heritage. Among a large variety of its precious collectibles are jewelry, rare coin memorabilia, paintings, sculptures and pottery.",https://www.holidify.com/places/kangra/kangra-art-museum-sightseeing-4858.html
325,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa"," 21. Kaleshwar Mahadev Temple, Kangra","Situated 8 km from Paragpur village, this ancient temple is dedicated to Lord Shiva. The main attraction of this temple is the Lingam which is placed on ground level. This temple is also adorned with beautiful sculptures.",https://www.holidify.com/places/kangra/kaleshwar-mahadev-temple-pragpur-sightseeing-4857.html
326,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 22. Illiterati Books & Cafe,"Illiterati Books & Cafe is one of the most popular and sought after cafes of Mcleodganj. A perfect blend of books, coffee and amazing food, the cafe is crowded by guests and tourists all day long. Visiting the cafe is one of the prime things in Mcleodganj. Sometimes they also hold live music gig...",https://www.holidify.com/places/mcleodganj/illiterati-books--cafe-sightseeing-1254138.html
327,"Mcleodganj, Himachal Pradesh - Land of His Holiness the Dalai Lama - Little Lhasa", 23. Tibet Kitchen,"Mcleodganj is synonymous with Tibetan Food and tasting the succulent Tibetan food is one of the most essential things to do in Mcleodganj. And one of the best places to go to is the Tibet Kitchen. It offers various varieties of momos, thukpa, and other variants. The place keeps buzzing with crowd wh...",https://www.holidify.com/places/mcleodganj/tibet-kitchen-sightseeing-1254139.html
328,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 1. Green Valley View (Suicide Point),"Green Valley View, or the otherwise known Suicide Point, is a magnificent spot in Kodaikanal, popular mainly for its enroute fun. One must walk through misty woodlands and panoramic walks to reach this heaven like spot.",https://www.holidify.com/places/kodaikanal/green-valley-view-suicide-point-sightseeing-2395.html
329,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 2. Kodai Lake,"Kodai Lake that lays in the heart of Kodaikanal, is a star shaped man made lake that is draped on an area of 60 acres. Boating, horse riding, cycling and angling are a few of the adventure activities tourists can appease themselves with, near the lake.",https://www.holidify.com/places/kodaikanal/kodai-lake-sightseeing-2396.html
330,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 3. Bear Shola Falls,"Bear Shola Falls that lies in close proximity to Kodaikanal is an exemplary picnic spot. Earlier, many bears used to drink water from this fall, hence the name Bear Shola Falls.",https://www.holidify.com/places/kodaikanal/bear-shola-falls-sightseeing-2389.html
331,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 4. Pillar Rocks,"The famous Pillars Rocks of Kodaikanal are located around 8 km from the lake and are an exquisite picnic spot. Constituting of a beautiful mini garden, the place is so named as it has three vertically positioned boulders reaching up to a height of 400 feet.",https://www.holidify.com/places/kodaikanal/pillar-rocks-sightseeing-2400.html
332,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 5. Devil's Kitchen,"Devil's Kitchen, which lays in between the Green Valley View and Pillar rocks, is a deep cleft that strikes to one as a small gutter. The Devils Kitchen is however, an extremely dangerous deep fall.",https://www.holidify.com/places/kodaikanal/devils-kitchen-sightseeing-2393.html
333,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 6. Coakers Walk,"Coakers walk is an one killometer long built on the mountain. It was constructed in 1872, by Lt Coaker. It is about 1/2 Km away from the Kodai and is constructed on the steep slope of mountains. The outlook of the path defines the beauty of the nature i.e mountains, valleys, cities etc. Telescope ho...",https://www.holidify.com/places/kodaikanal/coakers-walk-sightseeing-2392.html
334,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 7. Thalaiyar Falls,"Also known as Rat Tail Falls, Thalaiyar Falls is located in the lush green slopes of Palani Hill ranges in the Dindigul District, in Kodaikanal. With a height of 297m, it is the highest waterfall in Tamil Nadu, sixth highest waterfall in India and the 267th highest in the world. There is v...",https://www.holidify.com/places/kodaikanal/thalaiyar-falls-sightseeing-6236.html
335,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 8. Berijam Lake,"An important hill station in not just Tamil Nadu but the whole of India, Kodaikanal offers an assortment of picnic spots inclusive of the magnificent Berijam Lake.",https://www.holidify.com/places/kodaikanal/berijam-lake-sightseeing-2390.html
336,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations"," 9. Dolphin's Nose, Kodaikanal","Dolphin's Nose in Kodaikanal is a rustic and natural prodigy that features a flat rock protruding over a chasmal height of 6600 feet. Located almost 8 km from the main city center, this point offers breath taking views of the surrounding.",https://www.holidify.com/places/kodaikanal/dolphins-nose-sightseeing-2394.html
337,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 10. Kodai-Palani Trek,"Known as the Princess of Hill Stations, Kodaikanal is a popular destination for those seeking adventure. The town of Kodaikanal is established on a plateau above the southern escarpment of the Upper Palani Hills at a height of 6, 998 ft.",https://www.holidify.com/places/kodaikanal/kodai-palani-trek-sightseeing-8259.html
338,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 11. Trekking in Kodaikanal,"A trekkers delight, Kodaikanal has some exquisite locations to offer to both the professional trekkers and the novice ones. Trekking routes with varying difficulty levels are present and a tourist can select the route according to the fitness, time factor and one's trekking ability.",https://www.holidify.com/places/kodaikanal/trekking-sightseeing-2404.html
339,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 12. Bryant Park,"One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May.",https://www.holidify.com/places/kodaikanal/bryant-park-sightseeing-2391.html
340,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 13. Silver Cascade Falls,"Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the pure crystalline water flowing down from a 180 ft tall cliff.",https://www.holidify.com/places/kodaikanal/silver-cascade-falls-sightseeing-2402.html
341,"Kodaikanal, Tamil Nadu - The Princess of Hill Stations", 14. Silent Valley View,Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley.,https://www.holidify.com/places/kodaikanal/silent-valley-view-sightseeing-2401.html
